"Brand","Brand_Style","ABV","Calories","Fat_grams","Calories_from_fat","Saturated_fat_grams","Trans_fat_grams","Cholesterol_mg","Sodium_mg","Carbs_mg","Fiber_grams","Sugars_grams","Protein_grams","Ingredients","Ingr_Water","Ingr_Barley Malt","Ingr_Yeast","Ingr_Hops","Ingr_Rice","Ingr_Sugar","Ingr_Ingredient list to come.","Ingr_Corn Syrup (Dextrose)","Ingr_Wheat","Ingr_Hop Extract","Ingr_Oats","Ingr_Orange Peel","Ingr_Coriander","Ingr_Corn Syrup (Maltose)","Ingr_Cocoa","Ingr_Decaffeinated Coffee","Ingr_Sucrose","Ingr_Pumpkin","Ingr_Spices","Ingr_Honey","Ingr_Orange peel","Ingr_Wheat Malt","Ingr_Tangerine Peel","Ingr_Natural Flavors","Ingr_Mango","Ingr_Natural Flavor","Ingr_Apricot","Ingr_Cardamom","Ingr_Lactic Acid","Ingr_Cinnamon","Ingr_Ginger","Ingr_Mace","Ingr_Carbonated water","Ingr_alcohol from real cane sugar","Ingr_real cane sugar","Ingr_lime juice concentrate","Ingr_natural flavor","Ingr_fruit juice (color)","Ingr_lemon juice concentrate","Ingr_agave","Ingr_apple","Ingr_Apricots and Beet Sugar With House Cultures","Ingr_Beet Sugar","Ingr_Montmorency and Bing Cherries and Beet Sugar with House Cultures","Ingr_Palisade Peaches and Beet Sugar with House Cultures","Ingr_Duarte Plums and Beet Sugar with House Cultures","Ingr_Raw Wheat","Ingr_Corn Syrup (Dextrose and Maltose)","Ingr_Hops & Hop Extract","Ingr_Fresh-Pressed Hard Pear Cider","Ingr_Filtered Water","Ingr_Juice Concentrates as Finishing Sweeteners (Pear","Ingr_Apple","Ingr_Elderberry","Ingr_Blackberry)","Ingr_Malic Acids","Ingr_Raspberry Juice Concentrate(Finishing Sweetener)","Ingr_Contains Sulfites","Ingr_Hard Apple Cider","Ingr_Malic Acid","Ingr_Sulfites","Ingr_Apple Juice Concentrate (Finishing Sweetener)","Ingr_Organic Honey","Ingr_Hard Pear Cider","Ingr_Pear and Apple Juice Concentrates (Finishing Sweeteners)","Ingr_Pear Juice Concentrate (Finishing Sweetener)","Ingr_Organic Maple Syrup","Ingr_Malted Barley","Ingr_Maize","Ingr_Caramel Color","Ingr_Corn Syrup ( Dextrose Maltose)","Ingr_Corn Syrup(Maltose)","Ingr_Cane Sugar","Ingr_Phosphoric Acid","Ingr_Sodium Benzoate and Potassium Sorbate (added for freshness)","Ingr_Citric Acid","Ingr_Certified Colors","Ingr_Sodium Citrate and Natural Flavor","Ingr_Sodium Citrate and Natural Flavors","Ingr_Dextrose","Ingr_Mango Puree","Ingr_Vanilla Beans","Ingr_Vanilla Extract","Ingr_Blackberry Juice","Ingr_Rye","Ingr_Cherry Juice Concentrate","Ingr_White Cranberry  Juice Concentrate","Ingr_Corn","Ingr_Barley","Ingr_Vanilla","Ingr_Corn Syrup (Dextrose","Ingr_Maltose)","Ingr_BarleyMalt","Ingr_Hops and Hop Extract","Ingr_Malted Wheat","Ingr_Carbonated Water","Ingr_Red Wine","Ingr_White Grape Juice Concentrate","Ingr_Natural Flavors. Contains Sulfites.","Ingr_White Wine","Ingr_Peach Juice Concentrate","Ingr_Rose Wine","Ingr_Strawberry Juice Concentrate. Contains Sulfites.","Ingr_Italian Maize","Ingr_Hop Products","Ingr_Corn Syrup","Ingr_Grape Juice (for color)","Ingr_Sodium Benzoate and Potassium Sorbate (Added For Freshness)","Ingr_Elderberry Juice (for color)","Ingr_Sodium Benzoate and Potassium Sorbate(added for freshness)","Ingr_Tartaric Acid","Ingr_Sodium Citrate","Ingr_Fresh","Ingr_Frozen Tangerine Peel","Ingr_Flaked Maize","Ingr_Cumin","Ingr_Lime Peel","Ingr_Agave","Ingr_Lemon Peel","Ingr_Malt","Ingr_Lactobacillus","Ingr_Blackberry Puree","Ingr_Blackberry Juice Concentrate","Ingr_Salt","Ingr_Corn Syrup (Dextrose -not High-Fructose Corn Syrup)","Ingr_Peach Puree","Ingr_Raspberry Puree","Ingr_Passionfruit Puree","Ingr_","Ingr_Sucrose Syrup","Ingr_Apple Juice Concentrate","Ingr_Tomato Paste","Ingr_Inverted Sugar","Ingr_Yeast Extract","Ingr_Black Carrot (for color)","Ingr_Monosodium Glutamate","Ingr_Salt and Natural Flavors.","Ingr_Certified Color","Ingr_FD&C Yellow Number 5","Ingr_Natural &Artificial Flavors","Ingr_Natural & Artificial Flavors","Ingr_NaturalFlavors","Ingr_FD&C Yellow# 5","Ingr_Artificial Flavor","Ingr_FD&C Yellow #5","Ingr_Lactose","Ingr_Blueberry Concentrate","Ingr_Torrified Wheat","Ingr_Sea Salt","Ingr_Grapefruit Peel","Ingr_Flaked Corn","Ingr_Flaked Rye","Ingr_Hemp Flavor","Ingr_Hemp Seeds","Ingr_Cocoa Nibs","Ingr_Chocolate Extract","Ingr_Pineapple","Ingr_Papaya Extract","Ingr_Flaked Oats","Ingr_Peach Flavor","Ingr_Peach Concentrate","Ingr_Prickly Pear Flavor","Ingr_Coffee","Ingr_TorrifiedWheat","Ingr_Watermelon Concentrate","Ingr_Sparkling Water","Ingr_Sodium Citrate and Dried Acerola Cherry Juice","Ingr_Pomegranate Juice Concentrate","Ingr_Kiwi Juice Concentrate","Ingr_Citric acid","Ingr_Natural flavor"
"Leinenkugel's Wisconsin Red Pale Ale","Red Pale Ale",5.6,179,0,0,0,0,0,10,16.1,0,0,1.8,"Water, Barley Malt, Barley, Oats, Hops, Yeast",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Magnum","American-Style Malt Liquor",5.6,157,0,0,0,0,0,10,11.1,0,0,1.1,"Water, Barley Malt,Corn Syrup (Dextrose and Maltose), Yeast, Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mickey's","American-Style Malt Liquor",5.6,157,0,0,0,0,0,10,11.1,0,0,1.1,"Water, Barley Malt,Corn Syrup (Dextrose and Maltose), Yeast, Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mickey's Ice","American-Style Ice Lager",5.8,157,0,0,0,0,0,10,11.8,0,0,1.2,"Water, Barley Malt,Corn Syrup (Dextrose, Maltose), Yeast, Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miller Genuine Draft","American-Style Lager",4.7,144,0,0,0,0,0,10,12.5,0,0,1,"Water, Barley Malt,Corn Syrup (Maltose), Yeast, Hop Extract, Hops",1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miller High Life","American-Style Lager",4.6,141,0,0,0,0,0,10,12.2,0,0,1,"Water, Barley Malt, Corn Syrup (Maltose), Yeast, Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miller High Life Light","American-Style Light Lager",4.1,107,0,0,0,0,0,10,6.2,0,0,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miller Lite","American-Style Light Lager",4.2,96,0,0,0,0,0,5,3.2,0,0,1,"Water, BarleyMalt, Corn Syrup (Dextrose), Yeast, Hops and Hop Extract",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miller64","American-Style Light Lager",2.8,64,0,0,0,0,0,5,2.4,0,0,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Milwaukee's Best","American-Style Lager",4.8,142,0,0,0,0,0,5,11.5,0,0,1,"Water, Barley Malt,Corn Syrup (Maltose), Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Milwaukee's Best Ice","American-Style Ice Lager",5.9,148,0,0,0,0,0,8,7.6,0,0,1,"Water, Barley Malt,Corn Syrup (Dextrose), Yeast, Hops, Hop Extract",1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Milwaukee's Best Light","American-Style Light Lager",4.1,96,0,0,0,0,0,5,3.5,0,0,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Molson Canadian","North American-Style Lager",5,143,0,0,0,0,0,5,10.3,0,0,1,"Water, Barley Malt, Yeast, Corn Syrup (Maltose), Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Molson Canadian 67","North American-Style Light Lager",3,70,0,0,0,0,0,5,2.6,0,0,1,"Water, Malted Barley, Corn Syrup (Dextrose), Malted Wheat, Yeast, Hops, Hop Extract",1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Molson Golden","North American-Style Lager",5,150,0,0,0,0,0,10,12.3,0,0,1,"Water, Barley Malt, Yeast, Corn Syrup (Maltose), Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Molson Ice","North American-Style Lager",5.6,169,0,0,0,0,0,10,13.9,0,0,1.2,"Water, Barley Malt, Yeast, Corn Syrup (Maltose), Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Molson XXX","North American-Style Specialty Lager",7.3,212,0,0,0,0,0,10,16.4,0,0,1.4,"Water, Barley Malt, Yeast, Corn Syrup (Maltose), Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOVO BloodOrange Sangria","Wine Spritzer",5.5,100,0,0,0,0,0,5,7,0,4,1,"Carbonated Water, Red Wine, White Grape Juice Concentrate, Natural Flavors. Contains Sulfites.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOVO Peach White","Wine Spritzer",5.5,100,0,0,0,0,0,5,6,0,3,0,"Carbonated Water, White Wine, Peach Juice Concentrate, Natural Flavors. Contains Sulfites.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MOVO Raspberry Rose","Wine Spritzer",5.5,100,0,0,0,0,0,5,7,0,5,0,"Rose Wine, White Wine, Carbonated Water, White Grape Juice Concentrate, Natural Flavors, Strawberry Juice Concentrate. Contains Sulfites.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Old Vienna","North American-Style Lager",5,150,0,0,0,0,0,10,12.3,0,0,1.1,"Water, Barley Malt, Yeast, Corn Syrup (Maltose), Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olde English 800","American-Style Malt Liquor",5.9,161,0,0,0,0,0,5,10.8,0,0,1.1,"Water, Barley Malt, Corn Syrup (Dextrose and Maltose), Yeast, Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olde English 800 7.5%","American-Style Malt Liquor",7.5,205,0,0,0,0,0,20,13.7,0,0,1.4,"Water, Barley Malt, Corn Syrup (Dextrose and Maltose), Yeast, Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olde English High Gravity 800","American-Style Malt Liquor",8,219,0,0,0,0,0,20,14.7,0,1,1.5,"Water, Barley Malt,Corn Syrup (Dextrose, Maltose), Yeast, Hop Extract",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peroni Nastro Azzurro","International Pale Lager",5.1,149,0,0,0,0,0,5,11.4,0,0,1.4,"Water, Barley Malt, Italian Maize, Yeast, Hops, Hop Extract",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pilsner Urquell","Bohemian Pilsner",4.4,149,0,0,0,0,0,10,18.1,0,0,1.8,"Water, Barley Malt, Yeast, Hop Products",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
