Brand,Brand_Style,ABV,Calories,Sodium_mg,Carbs_mg,Sugars_grams,Protein_grams,Ingredients,Ingr_Water,Ingr_Barley Malt,Ingr_Yeast,Ingr_Hops,Ingr_Rice,Ingr_Sugar,Ingr_Ingredient list to come.,Ingr_Corn Syrup (Dextrose),Ingr_Wheat,Ingr_Hop Extract,Ingr_Oats,Ingr_Orange Peel,Ingr_Coriander,Ingr_Corn Syrup (Maltose),Ingr_Cocoa,Ingr_Decaffeinated Coffee,Ingr_Sucrose,Ingr_Pumpkin,Ingr_Spices,Ingr_Honey,Ingr_Orange peel,Ingr_Wheat Malt,Ingr_Tangerine Peel,Ingr_Natural Flavors,Ingr_Mango,Ingr_Natural Flavor,Ingr_Apricot,Ingr_Cardamom,Ingr_Lactic Acid,Ingr_Cinnamon,Ingr_Ginger,Ingr_Mace,Ingr_Carbonated water,Ingr_alcohol from real cane sugar,Ingr_real cane sugar,Ingr_lime juice concentrate,Ingr_natural flavor,Ingr_fruit juice (color),Ingr_lemon juice concentrate,Ingr_agave,Ingr_apple,Ingr_Apricots and Beet Sugar With House Cultures,Ingr_Beet Sugar,Ingr_Montmorency and Bing Cherries and Beet Sugar with House Cultures,Ingr_Palisade Peaches and Beet Sugar with House Cultures,Ingr_Duarte Plums and Beet Sugar with House Cultures,Ingr_Raw Wheat,Ingr_Corn Syrup (Dextrose and Maltose),Ingr_Hops & Hop Extract,Ingr_Fresh-Pressed Hard Pear Cider,Ingr_Filtered Water,Ingr_Juice Concentrates as Finishing Sweeteners (Pear,Ingr_Apple,Ingr_Elderberry,Ingr_Blackberry),Ingr_Malic Acids,Ingr_Raspberry Juice Concentrate(Finishing Sweetener),Ingr_Contains Sulfites,Ingr_Hard Apple Cider,Ingr_Malic Acid,Ingr_Sulfites,Ingr_Apple Juice Concentrate (Finishing Sweetener),Ingr_Organic Honey,Ingr_Hard Pear Cider,Ingr_Pear and Apple Juice Concentrates (Finishing Sweeteners),Ingr_Pear Juice Concentrate (Finishing Sweetener),Ingr_Organic Maple Syrup,Ingr_Malted Barley,Ingr_Maize,Ingr_Caramel Color,Ingr_Corn Syrup ( Dextrose Maltose),Ingr_Corn Syrup(Maltose),Ingr_Cane Sugar,Ingr_Phosphoric Acid,Ingr_Sodium Benzoate and Potassium Sorbate (added for freshness),Ingr_Citric Acid,Ingr_Certified Colors,Ingr_Sodium Citrate and Natural Flavor,Ingr_Sodium Citrate and Natural Flavors,Ingr_Dextrose,Ingr_Mango Puree,Ingr_Vanilla Beans,Ingr_Vanilla Extract,Ingr_Blackberry Juice,Ingr_Rye,Ingr_Cherry Juice Concentrate,Ingr_White Cranberry  Juice Concentrate,Ingr_Corn,Ingr_Barley,Ingr_Vanilla,Ingr_Corn Syrup (Dextrose,Ingr_Maltose),Ingr_BarleyMalt,Ingr_Hops and Hop Extract,Ingr_Malted Wheat,Ingr_Carbonated Water,Ingr_Red Wine,Ingr_White Grape Juice Concentrate,Ingr_Natural Flavors. Contains Sulfites.,Ingr_White Wine,Ingr_Peach Juice Concentrate,Ingr_Rose Wine,Ingr_Strawberry Juice Concentrate. Contains Sulfites.,Ingr_Italian Maize,Ingr_Hop Products,Ingr_Corn Syrup,Ingr_Grape Juice (for color),Ingr_Sodium Benzoate and Potassium Sorbate (Added For Freshness),Ingr_Elderberry Juice (for color),Ingr_Sodium Benzoate and Potassium Sorbate(added for freshness),Ingr_Tartaric Acid,Ingr_Sodium Citrate,Ingr_Fresh,Ingr_Frozen Tangerine Peel,Ingr_Flaked Maize,Ingr_Cumin,Ingr_Lime Peel,Ingr_Agave,Ingr_Lemon Peel,Ingr_Malt,Ingr_Lactobacillus,Ingr_Blackberry Puree,Ingr_Blackberry Juice Concentrate,Ingr_Salt,Ingr_Corn Syrup (Dextrose -not High-Fructose Corn Syrup),Ingr_Peach Puree,Ingr_Raspberry Puree,Ingr_Passionfruit Puree,Ingr_,Ingr_Sucrose Syrup,Ingr_Apple Juice Concentrate,Ingr_Tomato Paste,Ingr_Inverted Sugar,Ingr_Yeast Extract,Ingr_Black Carrot (for color),Ingr_Monosodium Glutamate,Ingr_Salt and Natural Flavors.,Ingr_Certified Color,Ingr_FD&C Yellow Number 5,Ingr_Natural &Artificial Flavors,Ingr_Natural & Artificial Flavors,Ingr_NaturalFlavors,Ingr_FD&C Yellow# 5,Ingr_Artificial Flavor,Ingr_FD&C Yellow #5,Ingr_Lactose,Ingr_Blueberry Concentrate,Ingr_Torrified Wheat,Ingr_Sea Salt,Ingr_Grapefruit Peel,Ingr_Flaked Corn,Ingr_Flaked Rye,Ingr_Hemp Flavor,Ingr_Hemp Seeds,Ingr_Cocoa Nibs,Ingr_Chocolate Extract,Ingr_Pineapple,Ingr_Papaya Extract,Ingr_Flaked Oats,Ingr_Peach Flavor,Ingr_Peach Concentrate,Ingr_Prickly Pear Flavor,Ingr_Coffee,Ingr_TorrifiedWheat,Ingr_Watermelon Concentrate,Ingr_Sparkling Water,Ingr_Sodium Citrate and Dried Acerola Cherry Juice,Ingr_Pomegranate Juice Concentrate,Ingr_Kiwi Juice Concentrate,Ingr_Citric acid,Ingr_Natural flavor,Ingr_Cluster,UMAP_X,UMAP_Y
Keystone Ice,American-Style Ice Lager,5.9,145,10,6.9,2,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.392253895670905,-3.276147341943002
Keystone Light,American-Style Light Lager,4.1,101,5,4.7,1,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.069560070902838,-3.286568618035531
Keystone Premium,American-Style Lager,4.4,108,10,5,2,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.169579525858893,-3.3601000072719813
Keystone V9,American-Style Ice Lager,5.9,145,10,6.9,1,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.354217549235358,-3.224214053368783
Lech,International Pale Lager,4.8,146,10,9.9,0,2.1,"Water, Barley Malt, Yeast,Hops & Hop Extract",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.9846197465352866,-4.810659861779428
Leinenkugel's Berry Shandy,Shandy,4.2,160,10,18.2,8,1.4,"Water, Barley Malt, Wheat, Yeast, Corn Syrup (Maltose), Hops, Blackberry Juice, Sucrose, Honey, Natural Flavors,Citric Acid",1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6.0445432862348705,17.617673420691276
Leinenkugel's Berry Weiss,Fruit Wheat,4.7,202,10,26.8,15,1.2,"Water, Barley Malt, Wheat, Yeast,Corn Syrup (Maltose), Hops, Blackberry Juice, Sucrose, Honey, Natural Flavors, Citric Acid",1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6.06311657038404,17.599097752356315
Leinenkugel's Canoe Paddle Kölsch,Kölsch Style,5,152,15,12.4,0,1.5,"Water, Barley Malt, Rye,Corn Syrup (Maltose), Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.0320235291414113,-4.997850394463754
Leinenkugel's Cherry Blonde Lager,Fruit Blonde Lager,5.2,158,15,13.2,2,1.1,"Water, Barley Malt, Oats, Corn Syrup (Maltose), Hops, Cherry Juice Concentrate, White Cranberry  Juice Concentrate, Yeast, Natural Flavor",1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.066622892945275,-4.92988488695643
Leinenkugel's Cranberry Ginger Shandy,Shandy,4.2,158,45,18.1,7,1.2,"Water, Barley Malt, Wheat, Corn Syrup (Maltose), Yeast, Sucrose, Hops, Honey, Citric Acid, Natural Flavors",1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.965921421916023,17.69633057095983
Leinenkugel's Creamy Dark,American Dark Lager,4.9,170,20,17.6,0,1.4,"Water, Barley Malt, Corn, Corn Syrup (Maltose), Oats, Wheat, Yeast, Hops",1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.32913972941114,7.775132679724479
Leinenkugel's Grapefruit Shandy,Shandy,4.2,146,10,15.1,5,1.2,"Water, Barley Malt, Wheat,Corn Syrup (Maltose), Yeast, Sucrose, Hops, Honey, Citric Acid, Natural Flavor",1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.9251094063825755,17.737113499426627
Leinenkugel's Harvest Patch Shandy,Shandy,4.2,144,10,14.6,4,1.2,"Water, Barley Malt, Wheat, Yeast, Corn Syrup (Maltose), Hops, Sucrose, Honey, Natural Flavors, Citric Acid",1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.928535481364265,17.73370506741979
Leinenkugel's Honey Weiss,American Wheat,4.9,149,10,12.2,0,1.4,"Water, Barley Malt, Wheat, Corn Syrup (Maltose), Yeast, Hops, Honey",1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.645056744486824,7.608149075293326
Leinenkugel's Light,American-Style Light Lager,4.2,111,15,6.3,2,1.1,"Water, Barley Malt,Corn Syrup (Dextrose), Wheat, Yeast, Hops",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8.410817166239752,8.027606987738395
Leinenkugel's Northwoods Lager,American Lager,4.9,162,10,15.4,0,1.5,"Water, Barley Malt, Corn, Corn Syrup (Maltose), Hops, Yeast",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.884982446759209,-4.369561171746469
Leinenkugel's Oktoberfest,Oktoberfest Lager,5.1,175,15,17.8,0,1.3,"Water, Barley Malt, Corn, Corn Syrup (Maltose), Oats, Yeast, Hops",1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.8627090254716725,-4.384667372918344
Leinenkugel's Orange Shandy,Shandy,4.2,137,10,12.7,2,1.2,"Water, Barley Malt, Wheat, Corn Syrup (Maltose), Yeast, Sucrose, Hops, Caramel Color, Honey, Citric Acid, Natural Flavor",1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.927718182475105,17.734458470129752
Leinenkugel's Original,American Lager,4.7,154,15,14.9,0,1.1,"Water, Barley Malt, Corn,Corn Syrup (Maltose), Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.8559129038743825,-4.393222785210824
Leinenkugel's Pomegranate Shandy,Shandy,4.2,160,10,18.4,8,1.5,"Water, Barley Malt, Wheat, Corn Syrup (Maltose), Yeast, Sucrose, Hops, Honey, Citric Acid, Natural Flavors",1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6.003421326548591,17.658816838049674
Leinenkugel's Red Lager,Vienna-Style Amber Lager,5,169,15,16.6,0,1.4,"Water, Barley Malt, Corn, Corn Syrup (Maltose), Yeast, Hops",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.8483757773332448,-4.401189303612924
Leinenkugel'sSnowdrift Vanilla Porter,Porter,6,211,15,21.9,0,1.9,"Water, Barley Malt,  Corn Syrup (Maltose), Barley, Yeast, Hops, Vanilla",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.104373315899834,-4.998622393822885
Leinenkugel's Special Ale,American Pale Ale,5.3,169,10,15.1,0,1.7,"Water, Barley Malt, Corn Syrup (Maltose), Hops, Yeast",1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.1539754072122426,-5.053649401879525
Leine Spritzen Grapefruit,Beer with a splash of seltzer,4.2,93,0,2.2,0,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract, Natural Flavor",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.768754979044929,-3.208652711129403
Leine Spritzen Raspberry Lemon,Beer with a splash of seltzer,4.2,93,0,2.2,0,1,"Water, Barley Malt, Corn Syrup (Dextrose), Yeast, Hop Extract, Natural Flavor",1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.774944325358406,-3.226225590920663
